year,periodName,value,ID,area_code,laus_check
1992,November,5.5,LAUMT294118000000003,MT2941180000000,St.Louis
1992,October,5.5,LAUMT294118000000003,MT2941180000000,St.Louis
1992,September,5.8,LAUMT294118000000003,MT2941180000000,St.Louis
1992,August,6.4,LAUMT294118000000003,MT2941180000000,St.Louis
1992,July,6.3,LAUMT294118000000003,MT2941180000000,St.Louis
1992,June,7.1,LAUMT294118000000003,MT2941180000000,St.Louis
1992,May,6.4,LAUMT294118000000003,MT2941180000000,St.Louis
1992,April,6.3,LAUMT294118000000003,MT2941180000000,St.Louis
1992,March,6.9,LAUMT294118000000003,MT2941180000000,St.Louis
1992,February,7.4,LAUMT294118000000003,MT2941180000000,St.Louis
1992,January,7.6,LAUMT294118000000003,MT2941180000000,St.Louis
1991,December,6.2,LAUMT294118000000003,MT2941180000000,St.Louis
1991,November,6.2,LAUMT294118000000003,MT2941180000000,St.Louis
1991,October,6.2,LAUMT294118000000003,MT2941180000000,St.Louis
1991,September,6.4,LAUMT294118000000003,MT2941180000000,St.Louis
1991,August,6.8,LAUMT294118000000003,MT2941180000000,St.Louis
1991,July,6.7,LAUMT294118000000003,MT2941180000000,St.Louis
1991,June,7.2,LAUMT294118000000003,MT2941180000000,St.Louis
1991,May,6.6,LAUMT294118000000003,MT2941180000000,St.Louis
1991,April,6.5,LAUMT294118000000003,MT2941180000000,St.Louis
1991,March,7.4,LAUMT294118000000003,MT2941180000000,St.Louis
1991,February,7.7,LAUMT294118000000003,MT2941180000000,St.Louis
1991,January,7.3,LAUMT294118000000003,MT2941180000000,St.Louis
1990,December,6.4,LAUMT294118000000003,MT2941180000000,St.Louis
1990,November,6.6,LAUMT294118000000003,MT2941180000000,St.Louis
1990,October,6.0,LAUMT294118000000003,MT2941180000000,St.Louis
1990,September,6.0,LAUMT294118000000003,MT2941180000000,St.Louis
1990,August,6.5,LAUMT294118000000003,MT2941180000000,St.Louis
1990,July,5.8,LAUMT294118000000003,MT2941180000000,St.Louis
1990,June,5.6,LAUMT294118000000003,MT2941180000000,St.Louis
1990,May,5.3,LAUMT294118000000003,MT2941180000000,St.Louis
1990,April,5.5,LAUMT294118000000003,MT2941180000000,St.Louis
1990,March,6.0,LAUMT294118000000003,MT2941180000000,St.Louis
1990,February,6.1,LAUMT294118000000003,MT2941180000000,St.Louis
1990,January,6.1,LAUMT294118000000003,MT2941180000000,St.Louis
2005,December,3.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,November,3.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,October,3.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,September,3.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,August,3.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,July,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,June,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,May,3.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,April,3.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,March,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,February,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,January,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,December,3.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,November,3.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,October,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,September,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,August,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,July,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,June,4.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,May,3.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,April,3.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,March,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,February,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2004,January,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,December,3.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,November,3.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,October,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,September,3.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,August,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,July,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,June,4.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,May,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,April,3.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,March,4.3,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,February,4.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2003,January,4.3,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,December,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,November,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,October,3.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,September,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,August,4.3,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,July,4.3,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,June,4.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,May,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,April,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,March,4.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,February,4.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2002,January,4.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,December,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,November,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,October,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,September,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,August,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,July,3.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,June,3.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,May,3.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,April,2.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,March,3.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,February,3.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2001,January,2.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,December,2.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,November,2.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,October,2.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,September,2.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,August,2.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,July,2.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,June,2.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,May,2.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,April,2.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,March,2.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,February,3.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2000,January,2.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,December,2.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,November,2.3,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,October,2.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,September,2.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,August,2.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,July,2.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,June,2.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,May,2.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,April,2.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,March,2.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,February,2.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1999,January,2.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,December,2.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,November,2.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,October,2.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,September,3.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,August,3.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,July,3.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,June,3.3,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,May,2.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,April,2.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,March,3.3,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,February,3.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1998,January,3.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,December,3.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,November,3.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,October,3.3,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,September,3.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,August,3.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,July,3.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,June,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,May,3.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,April,3.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,March,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,February,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1997,January,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,December,3.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,November,3.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,October,3.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,September,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,August,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,July,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,June,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,May,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,April,3.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,March,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,February,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1996,January,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,December,3.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,November,3.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,October,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,September,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,August,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,July,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,June,4.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,May,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,April,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,March,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,February,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1995,January,4.3,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,December,3.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,November,3.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,October,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,September,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,August,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,July,4.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,June,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,May,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,April,3.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,March,4.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,February,4.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1994,January,4.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,December,4.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,November,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,October,4.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,September,4.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,August,4.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,July,4.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,June,4.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,May,4.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,April,4.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,March,4.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,February,5.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1993,January,5.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,December,4.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,November,4.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,October,4.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,September,5.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,August,5.0,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,July,5.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,June,5.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,May,5.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,April,4.9,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,March,5.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,February,5.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1992,January,5.3,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,December,4.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,November,4.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,October,4.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,September,4.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,August,4.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,July,4.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,June,4.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,May,4.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,April,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,March,4.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,February,4.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1991,January,4.2,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,December,3.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,November,3.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,October,3.4,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,September,3.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,August,3.3,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,July,3.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,June,3.1,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,May,2.8,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,April,2.6,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,March,2.5,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,February,2.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
1990,January,2.7,LAUMT114790000000003,MT1147900000000,Washington-Arlington-Alexandria
2005,December,2.1,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2005,November,2.6,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2005,October,2.5,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2005,September,2.8,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2005,August,2.8,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2005,July,3.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2005,June,3.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2005,May,2.6,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2005,April,2.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2005,March,2.9,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2005,February,3.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2005,January,3.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,December,3.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,November,3.3,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,October,3.5,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,September,3.8,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,August,3.9,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,July,4.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,June,4.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,May,3.6,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,April,3.6,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,March,3.8,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,February,3.6,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2004,January,3.9,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,December,3.6,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,November,4.1,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,October,4.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,September,4.5,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,August,4.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,July,4.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,June,4.8,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,May,4.3,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,April,4.3,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,March,4.4,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,February,4.4,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2003,January,4.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,December,4.4,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,November,4.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,October,4.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,September,5.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,August,5.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,July,5.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,June,5.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,May,4.8,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,April,4.9,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,March,5.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,February,4.9,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2002,January,5.1,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,December,4.9,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,November,5.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,October,5.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,September,5.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,August,5.1,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,July,4.6,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,June,4.6,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,May,4.1,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,April,4.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,March,4.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,February,3.9,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2001,January,4.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,December,3.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,November,4.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,October,4.1,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,September,4.4,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,August,4.5,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,July,4.5,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,June,4.3,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,May,4.1,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,April,3.9,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,March,4.1,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,February,3.9,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
2000,January,4.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,December,4.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,November,4.4,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,October,4.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,September,5.1,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,August,5.1,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,July,5.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,June,5.0,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,May,4.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,April,4.9,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,March,4.8,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,February,4.9,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1999,January,5.1,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1998,December,4.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1998,November,5.2,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1998,October,5.5,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1998,September,5.8,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1998,August,5.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1998,July,5.8,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1998,June,5.7,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
1998,May,5.4,LAUMT123310000000003,MT1233100000000,Miami-FortLauderdale-WestPalmBeach
